Product_ID,Category,Sub_Category,Description_EN,Production_Cost
3243,Masculine,Underwear and Pajamas,Men'S T -Shirt To Sleep With Soft And Light Fabric,12.18
3244,Masculine,Accessories,Men'S Tie With Ball Pattern,12.04
3245,Children,Baby (0-12 months),Streetwear Red Income With Zipper,9.47
3246,Children,"Girl and Boy (1-5 years, 6-14 years)",Modern Smooth Pink Lace,9.95
3247,Children,Coats,Casual Lace Smooth,24.21
3248,Children,Sweaters,Kidsman'S Jersey With Wave Standard,16.38
3249,Children,Pajamas,Children'S Cotton Pajama With Hot Air Balloons,14.73
3250,Children,Accessories,Children'S Backpack With Wheels And Adjustable Strap,6.94
3251,Feminine,Coats and Blazers,Gold Satin Punk With Pockets,14.26
3252,Feminine,Sweaters and Knitwear,Casual Wool Blue Padded,8.1
3253,Feminine,Dresses and Jumpsuits,Striking Blue Knitting With Fringes,26.03
3254,Feminine,Shirts and Blouses,Women'S Social Shirt,27.66
3255,Feminine,T-shirts and Tops,Cotton T-Shirt With Colorful Abstract Print,12.16
3256,Feminine,Pants and Jeans,Women'S Pants With Chain Belt,14.72
3257,Feminine,Skirts and Shorts,Crochet Skirt With Bar Details,9.04
3258,Feminine,Suits and Sets,Fact Of Printed Fabric Blouse And Midi Skirt,46.28
3259,Feminine,Sportswear,Women'S Training Blouse With Technological Fabric,9.9
3260,Feminine,Lingerie and Pajamas,Flannel Pajamas With Buttons Detail,5.14
3261,Feminine,Accessories,Cross -Sectional Bag Of Aged Leather,3.29
3262,Masculine,Coats and Blazers,Executive Denim Burgher With Pockets,42.08
3263,Masculine,Sweaters and Sweatshirts,Blue Tricot Sports With Pockets,7.57
3264,Masculine,T-shirts and Polos,Stripped Wool Mustard With Hood,6.47
3265,Masculine,Shirts,Men'S Casual Shirt With Details Of Contrasting Buttons,17.19
3266,Masculine,Pants and Jeans,Jogger Men'S Pants With Cord Details,28.56
3267,Masculine,Suits and Blazers,Men'S Blazer With Slim Fit Cut And Checkered Print,24.66
3268,Masculine,Sportswear,Men'S Training Sweatshirt With Adjustable Hood And Functional Pockets,23.86
3269,Masculine,Underwear and Pajamas,Male Microfiber Boxer With Sturdy Fabric,9.18
3270,Masculine,Accessories,Men'S Braided Braided Bracelet,1.94
3271,Children,Baby (0-12 months),Formal Pink Jeans With Lace,11.16
3272,Children,"Girl and Boy (1-5 years, 6-14 years)",Casual Smooth Blue Jeans,12.35
3273,Children,Coats,Modern Mustard Lace With Pockets,24.79
3274,Children,Sweaters,Children'S Jersey With Raglan Sleeves And Retro Print,13.9
3275,Children,Pajamas,Mesh Children'S Pajama With Pompous Details,17.94
3276,Children,Accessories,Children'S Towel With Marine Animal Hood,5.74
3277,Feminine,Coats and Blazers,Luxurious Neutral Velvet Embroidered,34.75
3278,Feminine,Sweaters and Knitwear,Punk Polyester Yellow With Glitter,25.85
3279,Feminine,Dresses and Jumpsuits,Stripped Mustard Jeans With Hood,24.09
3280,Feminine,Shirts and Blouses,Long -Sleeved Lace Blouse,15.28
3281,Feminine,T-shirts and Tops,Female Top With Top And Short Sleeve,7.72
3282,Feminine,Pants and Jeans,Jeans With Light Washing And Tears,52.36
3283,Feminine,Skirts and Shorts,Long Skirt With Side Tie Details,5.7
3284,Feminine,Suits and Sets,Short Skirt Set And Tulle -Sleeved Blouse,46.45
3285,Feminine,Sportswear,Women'S Sports Bra With Closing On The Back,13.79
3286,Feminine,Lingerie and Pajamas,Bra With Female Removable Bulge,6.02
3287,Feminine,Accessories,Sunglasses With Transparent Frame,4.0
3288,Masculine,Coats and Blazers,Modern Blue Jacquard With Ruffles,16.19
3289,Masculine,Sweaters and Sweatshirts,Stripped Beige Tricot With Fringes,5.56
3290,Masculine,T-shirts and Polos,Executive Green Leather With Zipper,24.58
3291,Masculine,Shirts,Short -Sleeved Men'S Shirt With Flower Print,4.93
3292,Masculine,Pants and Jeans,Black Men'S Jeans With Soft Finish,34.55
3293,Masculine,Suits and Blazers,Male Fact With Flanelado Fabric For Cold Climate,65.33
3294,Masculine,Sportswear,Men'S High Performance Running Pants With Fast Drying Fabric,26.53
3295,Masculine,Underwear and Pajamas,Men'S Mesh Mesh Pajama With High Collar,13.49
3296,Masculine,Accessories,Men'S Cachecol With Fringed Finish,13.78
3297,Children,Baby (0-12 months),Punk Neutral Linen Smooth,6.34
3298,Children,"Girl and Boy (1-5 years, 6-14 years)",Luxurious Yellow Denim With Zipper,6.09
3299,Children,Coats,Casual Neutral Silk With Zipper,4.47
3300,Children,Sweaters,Blue Velvet Children'S Jersey With Velvety Touch,13.27
3301,Children,Pajamas,Children'S Pajama With Front Closure,5.55
3302,Children,Accessories,Children'S Hat With Rabbit Ears,13.6
3303,Feminine,Coats and Blazers,High-Tech Red Velvet With Glitter,13.09
3304,Feminine,Sweaters and Knitwear,Modern Denim Beige Padded,15.83
3305,Feminine,Dresses and Jumpsuits,Classic Red Lace With Ruffles,20.39
3306,Feminine,Shirts and Blouses,Women'S Denim Shirt,22.0
3307,Feminine,T-shirts and Tops,Women'S T-Shirt With Picnic Print,15.32
3308,Feminine,Pants and Jeans,Synthetic Fabric Flare Pants,17.59
3309,Feminine,Skirts and Shorts,Short Skirt Of Chess Fabric,10.36
3310,Feminine,Suits and Sets,Fact Of Cotton Blouse With Printed Midi Skirt,15.23
3311,Feminine,Sportswear,Women'S T -Shirt For Running With Back Opening,31.85
3312,Feminine,Lingerie and Pajamas,Body Lingerie With Adjusted Modeling,7.23
3313,Feminine,Accessories,Leather Bracelet With Minimalist Design,7.8
3314,Masculine,Coats and Blazers,Retro Lilac Lace With Hood,36.85
3315,Masculine,Sweaters and Sweatshirts,Streetwear Embroidered Lilac Wool,13.71
3316,Masculine,T-shirts and Polos,Casual Smooth Green Velvet,11.47
3317,Masculine,Shirts,Slim Fit Men'S Polo Shirt With Pocket,10.9
3318,Masculine,Pants and Jeans,Men'S Jogger Pants Of Light And Flexible Fabric,13.69
3319,Masculine,Suits and Blazers,Men'S Blazer Of Cotton Fabric With Reinforced Collar,42.13
3320,Masculine,Sportswear,Men'S Physical Activity T -Shirt With Refreshing Technology,19.23
3321,Masculine,Underwear and Pajamas,Slim Fit Boxer Men'S Underwear With Non -Slip Waist,8.03
3322,Masculine,Accessories,Men'S Trucker -Style Cap With Embroidered Logo,1.25
3323,Children,Baby (0-12 months),Luxurious Silver Polyester With Fringes,4.41
3324,Children,"Girl and Boy (1-5 years, 6-14 years)",Luxurious Golden Wool Padded,20.47
3325,Children,Coats,Stripped Pink Suede,7.23
3326,Children,Sweaters,Kidgreen'S Knitted Sweater With Sun Embroidery And Moon,18.38
3327,Children,Pajamas,Cotton Pajama With Sleeping Bunnies Print,7.53
3328,Children,Accessories,Children'S Leather Glove For Sports,11.07
3329,Feminine,Coats and Blazers,Sports Blue Suede Stamped,44.53
3330,Feminine,Sweaters and Knitwear,Yellow Tricot Sports With Glitter,12.05
3331,Feminine,Dresses and Jumpsuits,Blue Suede Casual With Fringes,36.38
3332,Feminine,Shirts and Blouses,Shoulder -To -Shoulder Gypsy Blouse,25.99
3333,Feminine,T-shirts and Tops,Crochet Top With Fringed Details And High Collar,21.33
3334,Feminine,Pants and Jeans,Women'S Jeans With Worn Washing And Tears,21.5
3335,Feminine,Skirts and Shorts,Godê Sky Stamp With High Wait,16.68
3336,Feminine,Suits and Sets,Boho Style Blouse With Long Skirt,31.31
3337,Feminine,Sportswear,Women'S Sport Skirt With Internal Lining,31.03
3338,Feminine,Lingerie and Pajamas,Female Flannel Pajamas With Elastic Waistband,14.55
3339,Feminine,Accessories,Gold Ring With Natural Stones,2.37
3340,Masculine,Coats and Blazers,Boho Lilac Seda With Buttons,34.02
3341,Masculine,Sweaters and Sweatshirts,Luxurious Silk Embroidered,14.98
3342,Masculine,T-shirts and Polos,Yellow Tricot Sports With Glitter,26.18
3343,Masculine,Shirts,Men'S Cotton Shirt With Belt Details,7.63
3344,Masculine,Pants and Jeans,Slim Fit Men'S Denims With Light Blue Wash,6.57
3345,Masculine,Suits and Blazers,Masculine Linen Fact With Side Pocket Details,22.48
3346,Masculine,Sportswear,Male Flexible And Breathable Training Regatta,22.39
3347,Masculine,Underwear and Pajamas,Men'S Cotton Boxer With Adjustable Waist,19.43
3348,Masculine,Accessories,Men'S Watch With Steel Bracelet And Black Dial,2.9
3349,Children,Baby (0-12 months),Formal Beige Jeans With Pockets,16.93
3350,Children,"Girl and Boy (1-5 years, 6-14 years)",Luxurious Green Leather With Buttons,9.68
3351,Children,Coats,Casual Jacquard Embroidery,17.27
3352,Children,Sweaters,Kids Wool Jersey With Kangaroo Pocket And Adjusted Fists,9.99
3353,Children,Pajamas,Children'S Pajama Sweatshirt With Front Pocket And Modern Print,9.93
3354,Children,Accessories,Children'S Keychain With Personalized Name,13.97
3355,Feminine,Coats and Blazers,Casual Green Tricot With Glitter,50.09
3356,Feminine,Sweaters and Knitwear,Vintage Mustard Lace With Lace,19.33
3357,Feminine,Dresses and Jumpsuits,Small Burny Leather Sportive,6.96
3358,Feminine,Shirts and Blouses,Printed Silk Blouse,13.58
3359,Feminine,T-shirts and Tops,Knitted T-Shirt With Golden Buttons Details,6.82
3360,Feminine,Pants and Jeans,Denim Pants With Detailed Pockets,21.51
3361,Feminine,Skirts and Shorts,Midi Skirt With Waist Strip,5.2
3362,Feminine,Suits and Sets,Crochet Blouse And Midi Skirt With Ruffles,55.8
3363,Feminine,Sportswear,Women'S Compression Blouse For Yoga,14.03
3364,Feminine,Lingerie and Pajamas,Lace Bra With Pearl Details,19.47
3365,Feminine,Accessories,Female Logo Print Cap,4.52
3366,Masculine,Coats and Blazers,Punk Leather Black Smooth,28.09
3367,Masculine,Sweaters and Sweatshirts,Yellow Nylon Executive With Buttons,8.1
3368,Masculine,T-shirts and Polos,Blue Leather Boho With Buttons,10.45
3369,Masculine,Shirts,Casual Long Sleeve Shirt With Stitching Details,10.18
3370,Masculine,Pants and Jeans,Men'S Pants With Softened Finish,11.78
3371,Masculine,Suits and Blazers,Slim Fit Men'S Blazer With Zipper And Lapela Details,15.0
3372,Masculine,Sportswear,Men'S Training Jacket With Thermal Insulation Coating,17.53
3373,Masculine,Underwear and Pajamas,Male Pyma Cotton Pajama With Elegant Print,3.91
3374,Masculine,Accessories,Men'S Steel Necklace With Heart Pendant,5.03
3375,Children,Baby (0-12 months),Casual Neutral Leather Smooth,13.04
3376,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Green Leather With Fringes,17.94
3377,Children,Coats,Streetwear Suede Printed Burgundy,17.45
3378,Children,Sweaters,Children'S Jersey With Mix Of Textures And Creative Print,5.37
3379,Children,Pajamas,Children'S Pajama With Dormink,10.83
3380,Children,Accessories,Children'S Sunscreen With Cute Design Applicator,10.68
3381,Feminine,Coats and Blazers,Black Velvet Retro With Buttons,9.34
3382,Feminine,Sweaters and Knitwear,Zipper Storage Sports,20.63
3383,Feminine,Dresses and Jumpsuits,Modern Gold Suede With Lace,9.06
3384,Feminine,Shirts and Blouses,Women'S Linen Shirt,6.05
3385,Feminine,T-shirts and Tops,Women'S Crochet Top With Floral Print,15.78
3386,Feminine,Pants and Jeans,Jogger Pants With Military Print,21.13
3387,Feminine,Skirts and Shorts,Short Skirt Of Fluid Fabric With Fold,14.95
3388,Feminine,Suits and Sets,Set Of Knitted Blouse And Pants With Draped Details,47.68
3389,Feminine,Sportswear,Female Yoga Leggings With Slim Modeling,16.12
3390,Feminine,Lingerie and Pajamas,Lingerie Set With Cotton Bra And Bikini Panties,10.19
3391,Feminine,Accessories,Women'S Sling Bag With Chain Handle,13.24
3392,Masculine,Coats and Blazers,Formal White Leather With Fringes,26.69
3393,Masculine,Sweaters and Sweatshirts,Luxurious Red Nylon With Hood,18.0
3394,Masculine,T-shirts and Polos,Executive Turquies Emberade,25.52
3395,Masculine,Shirts,Men'S Shirt Casual Blazer Style,22.89
3396,Masculine,Pants and Jeans,Male Jeans With Elastic Collar Details,9.95
3397,Masculine,Suits and Blazers,Male Fact With Waterproof Fabric For Moist Climate,26.59
3398,Masculine,Sportswear,High Performance Men'S T -Shirt For Cycling,7.68
3399,Masculine,Underwear and Pajamas,Men'S Micriner Microfiber Cueca With Anti-Odor Technology,6.53
3400,Masculine,Accessories,Men'S Leather Keychain With Airplane Design,1.8
3401,Children,Baby (0-12 months),Turquoise Cotton Executive With Buttons,10.69
3402,Children,"Girl and Boy (1-5 years, 6-14 years)",Sporty Stock Stock Sports,15.78
3403,Children,Coats,Modern Nylon Mustard With Lace,36.63
3404,Children,Sweaters,Children'S Organic Cotton Sweater With Sustainable Certification,17.82
3405,Children,Pajamas,Soft -Pucked Children'S Pajama With Adjusted Fists,5.41
3406,Children,Accessories,Hair Tape With Giant Bows For Girls,5.15
3407,Feminine,Coats and Blazers,Boho Nylon Amarelo Is Collective,21.13
3408,Feminine,Sweaters and Knitwear,Classic White Cotton With Buttons,29.63
3409,Feminine,Dresses and Jumpsuits,Streetwear Denim Green Embroidered,5.32
3410,Feminine,Shirts and Blouses,Blusa Cropped Manga Buffalo,12.61
3411,Feminine,T-shirts and Tops,T-Shirt With High Collar And Curved Sleeves,9.36
3412,Feminine,Pants and Jeans,Slim Women'S Jeans,9.53
3413,Feminine,Skirts and Shorts,Midi Cotton Skirt With Paisley Print,11.15
3414,Feminine,Suits and Sets,Fair Fabric Blous,31.81
3415,Feminine,Sportswear,Women'S Training T-Shirt With Anti-Odor Technology,5.56
3416,Feminine,Lingerie and Pajamas,Lace Jersey With Sewing Detail,10.78
3417,Feminine,Accessories,Silk Scarf With Forest Print,2.68
3418,Masculine,Coats and Blazers,Formal Cotton Beige Embroidered,6.49
3419,Masculine,Sweaters and Sweatshirts,Formal Green Linen Embroidered,22.59
3420,Masculine,T-shirts and Polos,Formal Red Leather With Fringes,12.38
3421,Masculine,Shirts,Men'S Polo Shirt With Contrasting Collar Detail,8.35
3422,Masculine,Pants and Jeans,Men'S Slim Fit Men'S Pants With External Pockets,29.66
3423,Masculine,Suits and Blazers,Men'S Blazer Blazer With Ombreira Detail,33.1
3424,Masculine,Sportswear,Men'S Sweatshirt Pants With Fists Adjusted For Exercise,14.1
3425,Masculine,Underwear and Pajamas,Men'S Sleep T -Shirt With V -Collar And Anti -Allergic Fabric,3.07
3426,Masculine,Accessories,Men'S Cotton Socks With Stripe Design,14.12
3427,Children,Baby (0-12 months),Red Jeans Sports With Buttons,9.1
3428,Children,"Girl and Boy (1-5 years, 6-14 years)",Turquoise Jeans Smooth,15.59
3429,Children,Coats,Luxurious Gold Polyester With Fringes,21.54
3430,Children,Sweaters,Children'S Jersey With Inner Flexer And Cozy Hood,14.18
3431,Children,Pajamas,Velvet Children'S Pajama With Navigating Bear Stamp,15.12
3432,Children,Accessories,Children'S Backpack With Movie Characters,12.24
3433,Feminine,Coats and Blazers,Punk Red Satin Embroidered,45.47
3434,Feminine,Sweaters and Knitwear,Boho Lilac Polyester With Buttons,16.86
3435,Feminine,Dresses and Jumpsuits,Modern Burdens Velvet With Buttons,23.91
3436,Feminine,Shirts and Blouses,Women'S Plaid Shirt,11.58
3437,Feminine,T-shirts and Tops,Cropped Knitted Top With Straps Details,17.38
3438,Feminine,Pants and Jeans,Women'S Pants With Bangs Details In The Bar,8.55
3439,Feminine,Skirts and Shorts,Women'S Short Pleated Skirt,12.05
3440,Feminine,Suits and Sets,Silk Blouse And Godê Style Skirt,18.88
3441,Feminine,Sportswear,Women'S Training Jacket With Microfiber Lining,11.04
3442,Feminine,Lingerie and Pajamas,Women'S Sweatshirt With Hood,10.86
3443,Feminine,Accessories,Silver Button Button,4.37
3444,Masculine,Coats and Blazers,Hone,8.89
3445,Masculine,Sweaters and Sweatshirts,Turquoise Leather Executive,16.72
3446,Masculine,T-shirts and Polos,Red Denim Sports With Hood,6.72
3447,Masculine,Shirts,Short -Sleeved Men'S Shirt With Zipper Details,4.57
3448,Masculine,Pants and Jeans,Male Relaxed Fit Jeans With Reinforced Sewn,41.95
3449,Masculine,Suits and Blazers,Male Fact With Adjustable Waist Cord Details,49.59
3450,Masculine,Sportswear,Men'S Training Jacket With Full Zipper And Flexce Lining,5.24
3451,Masculine,Underwear and Pajamas,Male Pajama Of Flannel With Vintage -Style Print,4.61
3452,Masculine,Accessories,Men'S Ring With Matte And Textured Finish,5.37
3453,Children,Baby (0-12 months),Punk Black Velvet With Ruffles,11.7
3454,Children,"Girl and Boy (1-5 years, 6-14 years)",Punk Denim Pink Embroidered,13.12
3455,Children,Coats,Vintage Jacquard Mustard With Ruffles,21.45
3456,Children,Sweaters,Children'S Jersey With Roller Collar And Colored Stripes,6.18
3457,Children,Pajamas,Children'S Pajama With Illustration Of Sweets And Lollipops,6.51
3458,Children,Accessories,Children'S Lunchbox With Car Print,8.66
3459,Feminine,Coats and Blazers,Modern Gold Linen With Zipper,49.32
3460,Feminine,Sweaters and Knitwear,Classic Turquoise Linen With Hood,5.53
3461,Feminine,Dresses and Jumpsuits,Retro Mustard Suede With Buttons,16.86
3462,Feminine,Shirts and Blouses,Lightwear Blouse,16.45
3463,Feminine,T-shirts and Tops,Women'S T-Shirt With Geometric Lines,9.4
3464,Feminine,Pants and Jeans,Cotton Jeans With Perfect Wash,33.15
3465,Feminine,Skirts and Shorts,Long Velvet Skirt With Side Slit,12.62
3466,Feminine,Suits and Sets,Short -Sleeved Blouse And Long Velvet Skirt,53.13
3467,Feminine,Sportswear,Women'S Sweatshirt With High Collar,15.75
3468,Feminine,Lingerie and Pajamas,Body Lingerie With Belt Detail,6.87
3469,Feminine,Accessories,Hair Tiara With Satin Bow,5.53
3470,Masculine,Coats and Blazers,Jacquard Retro Neutral Padded,38.4
3471,Masculine,Sweaters and Sweatshirts,Formal Beige Income With Zipper,11.51
3472,Masculine,T-shirts and Polos,Classic Yellow Jacquard With Loop,11.08
3473,Masculine,Shirts,Men'S Long Sleeve Social Shirt,10.99
3474,Masculine,Pants and Jeans,Men'S Pants Jogger Cotton,21.92
3475,Masculine,Suits and Blazers,Velvet Men'S Blazer With Reinforced Collar,49.09
3476,Masculine,Sportswear,Men'S Training Shorts With Compression Technology,7.92
3477,Masculine,Underwear and Pajamas,Men'S Cotton Boxer With Slim Design And Flexible Elastic,17.84
3478,Masculine,Accessories,Men'S Slice Men'S Slotter,7.75
3479,Children,Baby (0-12 months),Luxurious Yellow Leather With Pockets,10.39
3480,Children,"Girl and Boy (1-5 years, 6-14 years)",High-Tech Lilac Leather With Pockets,24.27
3481,Children,Coats,Formal Green Tricot With Buttons,20.19
3482,Children,Sweaters,Tie-Dye Vibrant Effect Children'S Sweatshirt,7.18
3483,Children,Pajamas,Children'S Pajama Of Organic Cotton With Delicate Texture,4.85
3484,Children,Accessories,Children'S Ear Phones With Colorful Design,3.65
3485,Feminine,Coats and Blazers,Boho Lace Padded Red Lace,24.53
3486,Feminine,Sweaters and Knitwear,Stock Satin With Buttons,21.23
3487,Feminine,Dresses and Jumpsuits,Boho Velvet White With Hood,26.51
3488,Feminine,Shirts and Blouses,Transparent Tulle Blouse,21.81
3489,Feminine,T-shirts and Tops,Top Of Cotton With Long Sleeves And Floral Print,10.39
3490,Feminine,Pants and Jeans,Straight Pants With Side Buttons Details,31.1
3491,Feminine,Skirts and Shorts,Midi Skirt With Tropical Print,6.48
3492,Feminine,Suits and Sets,Ticot Blouse Set And Short Skirt Of Printed Fabric,29.15
